userIndex,birthDate,cond2Start,createdAt,demoQsEnded,demoQsStart,education,ethnicity,gender,language,major,nullPassage,phase,condition,passage,pretestEnded,pretestScore,pretestScoreRatio,pretestTime,previewEnded,previewTime,session,recallEnded,recallScore,recallScoreRatio,recallCosineSim,recallStart,recallTime,recallreText,recallreGrade,recognitionEnded,recognitionScore,recognitionScoreRatio,recognitionTime,duration,postQ1Choice,postQ2Choice,postQsEnded,postQsStart,explanation1,explanation2
319,2002-06-20,2022/07/04 16:53:34,2022/06/29 17:55:19,2022/07/04 17:15:42,2022/07/04 17:14:37,Current undergraduate student,Asian,Female,English,Clinical Psychology,The Buzz in Our Pockets,1,H2,The Jaws That Jump,2022/07/04 16:55:56,3,0.3333333333333333,68,2022/07/04 16:54:45,70,3rd,2022/07/11 16:47:02,13,0.14772727272727273,0.5218255889422994,2022/07/11 16:45:09,111,"There are two ant species in this passage who use jaws to jump, some of them did as a systematic way of survival and others as a random event. the jaws have mandibles that decelrate for their own proteciton but are storng enough to penetrate ahrd shells and get the meat. they also jump around like popcorn when a prey comes near to them. the escape jump ant jumps high to confuse the predator and get a vantage point for attack and the blaster defence ant uses one ant to headbutt the predator and fall out of the nest. The former was perhaps an accidentla discovery while the altter is a carefully devised survival stratergy",,2022/07/11 16:47:59,9,1,43,7.090616666666667,H2,H2,2022/07/11 16:49:00,2022/07/11 16:48:43,,more coherent and cohesive
320,2002-06-13,2022/01/21 13:28:42,2022/01/15 22:44:41,2022/01/21 13:57:59,2022/01/21 13:57:18,Current undergraduate student,White / Caucasian,Female,English,Psychology,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,0,K2,The Buzz in Our Pockets,2022/01/21 13:13:20,0,0,299,2022/01/21 13:07:17,141,1st,2022/01/21 13:52:10,8,0.12698412698412698,0.5773502691896258,2022/01/21 13:47:09,298,This passage talked about the history of the text message and what the author thought about the shift in communication to text messaging. It laid out the pros and cons of text messaging - less emotion involved yet was faster than older methods of a mailed letter. Two guys invented the text message in the 1980's and purposely made it 160 characters and they felt that length was adequate because that was typically how long a hand written letter was. The passage also talked about how the text message can take away the meaning of the message and is impacting the way people interact in some circumstances. An important example where text messaging was an essential form of communication was in the movie The Departed (2006) directed by Martin Scorsese. This filk had won an Oscar for best film because of the new path of communication was an important and essential part of the plot. ,,2022/01/21 13:28:23,9,0.9,894,48.34898333333333,H2,H2,2022/01/21 13:47:09,2022/01/21 13:40:55,"Passage 2 had a smaller number boxes of information to navigate. I didn't need to try and remember where many small boxes were, it was easier to memorize where 5 or 6 bigger boxes were with more information in them. It was easier to answer the questions with the bigger boxes because they were easier to navigate. ","Too many details in academic notes makes it difficult for me to actually remember all of it. If I made an easy to replicate chart of information that is separated into 5 or 6 boxes, the information is much easier to remember. It's also easier to remember the formation or image of the 5-6 box diagram rather than a diagram with 20 little boxes. It's easier to chunk the information with less boxes too. Although the passages are longer, it's better to have a paragraph with a central main idea rather than strings of facts. Central ideas I feel are easier to remember rather than long lists of associations that would need to be recalled in order to accurately retain information in the Passage format. I found myself not remembering where all of the information was when I had to answer questions for Passage 1 and found Passage 2 much easier to complete. "
320,2002-06-13,2022/01/21 13:28:42,2022/01/15 22:44:41,2022/01/21 13:57:59,2022/01/21 13:57:18,Current undergraduate student,White / Caucasian,Female,English,Psychology,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,0,K2,The Buzz in Our Pockets,2022/01/21 13:13:20,0,0,299,2022/01/21 13:07:17,141,2nd,2022/01/24 13:06:33,10,0.15873015873015872,0.5943892122129962,2022/01/24 13:01:31,299,"I remember this article being about text messaging. It presented a few points that were pro (or in favor of) text messaging and some points that were von (or against) the way that text messaging has become a dominating force of communication in recent times. It cited the award winning movie The Departed (2006) written by Martin Scorsese and how text messaging was a key part of the plot. The passage also gave a brief history about the history of text messaging. It was invented in 1980 by two men (forgot their last names) and they made the length of the text message 160 characters which was equivalent to the length of most letters at the time. Some arguments against text messaging include messages becoming less personal, and steering people into the direction of having significantly less social interaction face to face. An argument for the use of text messaging is that it saves time. One quote I believe said that a singular text message can save a few hours spent on a phone call with another person. ",,2022/01/24 13:11:08,7,0.7,271,28.436816666666665,H2,H2,2022/01/24 13:29:57,,"I thought Passage 2 was easier to read because of the way the information was presented. Having fewer boxes that contained more information was easier fro me to remember and was easier to recall as an image in comparison to Passage 1 that was a long web of facts that stretched over many different links. I had to focus on where the links to what information was while I was trying to formulate answers to the questions being asked. When answering the questions to Passage 2, it was much easier to find and recall the information from the Passage because it was easier to memorize the web that had few but in depth parts. It was easier to memorize a central idea to each of the 5 or 6 boxes rather than remember the details spread out over 20 different little boxes within other links. I probably got more questions right on Passage 2 than Passage 1. I think I also finished Passage 2 in less time. It was easier for me to memorize the few key details from Passage 1 that I had previous associations with, like the movie The Departed,I have watched, and the argument that text messaging reduces human interactions which I had written an essay on last year. I didn't remember the two inventors of the text message which I find a pretty important detail and I didn't remember the significance of the War of Independence without seeing it. In conclusion, Passage 2 was much easier to remember due to the simplicity of the graph being presented and only having to remember 5 or 6 key ideas that were being presented in comparison to 20 or so facts that were presented in Passage 1. ","I find Passage 2 more helpful to my academic learning because it's most important to get a concrete understanding of the topics and then the details rather than 20 facts. If it's a vocabulary quiz for example, memorization is necessary but for application exams like math, a bunch of facts is not going to suffice as a helpful learning tool when studying. Passage 2 summarized the main ideas in an easy to read format and made it easier for me to remember the information being presented because I had an easy to remember image in my head of hat the web looked like, and where each box of information was located, and tried my best to not leave any out when writing the summary at the end. "
320,2002-06-13,2022/01/21 13:28:42,2022/01/15 22:44:41,2022/01/21 13:57:59,2022/01/21 13:57:18,Current undergraduate student,White / Caucasian,Female,English,Psychology,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,0,K2,The Buzz in Our Pockets,2022/01/21 13:13:20,0,0,299,2022/01/21 13:07:17,141,3rd,2022/01/28 13:06:33,8,0.12698412698412698,0.5918292597437077,2022/01/28 13:01:31,299,"""The Buss on Our Pockets"" discussed text messaging. It mentioned many different details including some historical facts, some pros and cons of text messaging, and how it has affected our society. The text message was invented in 1980 by two men. (don't remember their names) The two men made the text message length 160 characters because they realized this amount was similar to a letter and seemed sufficient to get the message across. One quote also mentioned that text messaging can save so much time that was previously spent on the phone. I believe the quote said This passage also discussed the importance of text messaging in the academy award winning film, ""The Departed"" by Martin Scorsese (2006). Text messaging was a central part of the plot and this was one of the first movies of its kind to use text messaging as the main force of communication and pivotal part of the storyline. ",,2022/01/28 13:10:17,8,0.8,220,26.1714,H2,H2,2022/01/28 13:27:42,2022/01/28 13:19:20,"I think Passage 2 was easier to read because the information was given in a way that was easier to remember. I didn't have to navigate through multiple different details to find other details. Passage 2 was a much easier spatial map for me to internalize and remember where all of the details were to the best of my abilities. Clearly this reflect in my data. I scored the exact same 7/9 on the test questions for passage 2. Passage 1 results do fluctuate after I read the article. Although I'm not sure how the written response is graded, I feel that the written response for the second passage was much better because I just remembered more of the specific details because of the way the information was represented. When the information is presented in a way that there are 5-6 boxes to remember, it was much easier for me to remember in comparison to the 20 something little details I needed to navigate through. Passage 2 was also easier to read because it was clearly precise paragraphs in comparison to short details presented in Passage 1. ","Passage 2 was presented in a format that would be helpful for my academic learning because it was easier to remember. When it is exam time and I need to be able to recall different topics of information, the spatial map was much easier to recall. I didn't need to spend much time thinking about it either. I just tried to remember where each of the topic was on the screen and recite that information the best that I could. I think it shows in my data that the information was retained the best with a Passage 2 format in comparison to Passage 1. Passage 2 was able to cover a lot of information and it was just easier to remember it all accurately. "
320,2002-06-13,2022/01/21 13:28:42,2022/01/15 22:44:41,2022/01/21 13:57:59,2022/01/21 13:57:18,Current undergraduate student,White / Caucasian,Female,English,Psychology,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,1,H2,How to Watch Television,2022/01/21 13:33:57,4,0.4444444444444444,294,2022/01/21 13:28:59,16,1st,2022/01/21 13:57:18,9,0.16071428571428573,0.29140719643058416,,299,"Passage 2 talked about the way that News Networks develop their broadcasts. It talked about the casting process and how similar it is to a magazine casting call. It picks its newscasters based entirely on their looks. They cannot be overweight, cannot be over 50, and must be pleasing to the eye. The passage even talked about the way that people believe what they hear more if it comes from someone more attractive. The passage also discussed an issue of sexism regarding Christine Kraft who was a newscaster. This passage discussed the meaning of the term ""now...this"" that newscasters say before they're about to talk about something entirely different. It put things int a new perspective and described the way that news casters are not allotted any time to react to the news that they've just shared. There is no time for any reaction or any other comments it's always one set of facts to another no matter how brutal or depressing the information given to them is. The passage also emphasized the importance of photography and pictures. Poepl ein. a hurry don't have tim eot see what has happened and need to look at pictures to get an idea ",,2022/01/21 13:40:33,7,0.7777777777777778,391,48.34898333333333,H2,H2,2022/01/21 13:47:09,2022/01/21 13:40:55,"Passage 2 had a smaller number boxes of information to navigate. I didn't need to try and remember where many small boxes were, it was easier to memorize where 5 or 6 bigger boxes were with more information in them. It was easier to answer the questions with the bigger boxes because they were easier to navigate. ","Too many details in academic notes makes it difficult for me to actually remember all of it. If I made an easy to replicate chart of information that is separated into 5 or 6 boxes, the information is much easier to remember. It's also easier to remember the formation or image of the 5-6 box diagram rather than a diagram with 20 little boxes. It's easier to chunk the information with less boxes too. Although the passages are longer, it's better to have a paragraph with a central main idea rather than strings of facts. Central ideas I feel are easier to remember rather than long lists of associations that would need to be recalled in order to accurately retain information in the Passage format. I found myself not remembering where all of the information was when I had to answer questions for Passage 1 and found Passage 2 much easier to complete. "
320,2002-06-13,2022/01/21 13:28:42,2022/01/15 22:44:41,2022/01/21 13:57:59,2022/01/21 13:57:18,Current undergraduate student,White / Caucasian,Female,English,Psychology,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,1,H2,How to Watch Television,2022/01/21 13:33:57,4,0.4444444444444444,294,2022/01/21 13:28:59,16,2nd,2022/01/24 13:16:18,6,0.10714285714285714,0.2390787306720612,2022/01/24 13:11:16,299,"This passage was about the News Network industry and the poor treatment of reporters. The passage outlined the sexism female reporters face in America, the process that is used to select a reporter, what the commonly used phrase, ""now this..."" means, and other interesting facts about News Networks in America. The article discussed that the way that news reporters are chosen is similar to a magazine picking models for their cover. The reporter needs to be attractive and pleasing to the eye. The article mentioned that people will listen to what the person is saying and believe it is true more if the person delivering the news is attractive. The article also talked about how the reporters are given absolutely no time to react or get emotional about the depressing and disheartening news they have to deliver. They're given a time slot, they must report the news, and then move onto the next topic. The article also talked about the importance of images when reporting for people in a hurry and how ",,2022/01/24 13:18:34,7,0.7777777777777778,134,28.436816666666665,H2,H2,2022/01/24 13:29:57,,"I thought Passage 2 was easier to read because of the way the information was presented. Having fewer boxes that contained more information was easier fro me to remember and was easier to recall as an image in comparison to Passage 1 that was a long web of facts that stretched over many different links. I had to focus on where the links to what information was while I was trying to formulate answers to the questions being asked. When answering the questions to Passage 2, it was much easier to find and recall the information from the Passage because it was easier to memorize the web that had few but in depth parts. It was easier to memorize a central idea to each of the 5 or 6 boxes rather than remember the details spread out over 20 different little boxes within other links. I probably got more questions right on Passage 2 than Passage 1. I think I also finished Passage 2 in less time. It was easier for me to memorize the few key details from Passage 1 that I had previous associations with, like the movie The Departed,I have watched, and the argument that text messaging reduces human interactions which I had written an essay on last year. I didn't remember the two inventors of the text message which I find a pretty important detail and I didn't remember the significance of the War of Independence without seeing it. In conclusion, Passage 2 was much easier to remember due to the simplicity of the graph being presented and only having to remember 5 or 6 key ideas that were being presented in comparison to 20 or so facts that were presented in Passage 1. ","I find Passage 2 more helpful to my academic learning because it's most important to get a concrete understanding of the topics and then the details rather than 20 facts. If it's a vocabulary quiz for example, memorization is necessary but for application exams like math, a bunch of facts is not going to suffice as a helpful learning tool when studying. Passage 2 summarized the main ideas in an easy to read format and made it easier for me to remember the information being presented because I had an easy to remember image in my head of hat the web looked like, and where each box of information was located, and tried my best to not leave any out when writing the summary at the end. "
320,2002-06-13,2022/01/21 13:28:42,2022/01/15 22:44:41,2022/01/21 13:57:59,2022/01/21 13:57:18,Current undergraduate student,White / Caucasian,Female,English,Psychology,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,1,H2,How to Watch Television,2022/01/21 13:33:57,4,0.4444444444444444,294,2022/01/21 13:28:59,16,3rd,2022/01/28 13:15:21,10,0.17857142857142858,0.3009223665946749,2022/01/28 13:10:20,299,"The passage, ""How to Watch Television"" explained what goes on behind the scenes of Telecommunication companies and news networks. It laid out the process in which the reporters are selected and comparing it to a magazine casting. The reporter must be attractive and physically pleasing to the eye because people will believe the information more if it comes from someone they find physically attractive. It also discussed the phrase, ""now this..."" and its meaning. ""Now this..."" means that the reporter is going to transition into a completely different topic. The passage also discussed how the reporters are not given any time to react emotionally to any of the news that they are reporting on no matter how heartbreaking or depressing. They are always directed to just go one topic to the next. The passage also discussed the case of sexism in America with one news reporter Christine Craft. The passage also talked about t",,2022/01/28 13:18:21,7,0.7777777777777778,177,26.1714,H2,H2,2022/01/28 13:27:42,2022/01/28 13:19:20,"I think Passage 2 was easier to read because the information was given in a way that was easier to remember. I didn't have to navigate through multiple different details to find other details. Passage 2 was a much easier spatial map for me to internalize and remember where all of the details were to the best of my abilities. Clearly this reflect in my data. I scored the exact same 7/9 on the test questions for passage 2. Passage 1 results do fluctuate after I read the article. Although I'm not sure how the written response is graded, I feel that the written response for the second passage was much better because I just remembered more of the specific details because of the way the information was represented. When the information is presented in a way that there are 5-6 boxes to remember, it was much easier for me to remember in comparison to the 20 something little details I needed to navigate through. Passage 2 was also easier to read because it was clearly precise paragraphs in comparison to short details presented in Passage 1. ","Passage 2 was presented in a format that would be helpful for my academic learning because it was easier to remember. When it is exam time and I need to be able to recall different topics of information, the spatial map was much easier to recall. I didn't need to spend much time thinking about it either. I just tried to remember where each of the topic was on the screen and recite that information the best that I could. I think it shows in my data that the information was retained the best with a Passage 2 format in comparison to Passage 1. Passage 2 was able to cover a lot of information and it was just easier to remember it all accurately. "
321,1996-03-01,2022/01/15 13:43:38,2022/01/14 18:57:58,2022/01/15 14:18:09,2022/01/15 14:17:12,"Bachelor's degree (BS, BA, BE, ...",Not listed (Please specify) - Prefer not to say - ,Female,English,Neuroscience,The Asphalt Jungle,0,K2,How to Watch Television,2022/01/15 13:27:18,2,0.2222222222222222,299,2022/01/15 13:21:47,210,1st,2022/01/15 14:12:27,8,0.14285714285714285,0.32955136897284926,2022/01/15 14:07:39,285,"Television in news, news casting vs traditional news broadcasting, talking hairdos, television as entertainment. Talking hairdos referring to the appearance of the individuals in the television. ",,2022/01/15 13:42:25,7,0.7777777777777778,899,52.8647,K2,Both,2022/01/15 14:07:39,2022/01/15 14:02:55,It was easier to follow the cause and effect of previous statements. First passage outlined key concepts in a more readable structure. Passage 2 was still great with categorizing each topic. ,It greatly depends on the topic. Passage 1 is generally more effective in most learnings and topics. Sometimes the descriptions like provided in passage 2 is necessary. 
321,1996-03-01,2022/01/15 13:43:38,2022/01/14 18:57:58,2022/01/15 14:18:09,2022/01/15 14:17:12,"Bachelor's degree (BS, BA, BE, ...",Not listed (Please specify) - Prefer not to say - ,Female,English,Neuroscience,The Asphalt Jungle,0,K2,How to Watch Television,2022/01/15 13:27:18,2,0.2222222222222222,299,2022/01/15 13:21:47,210,2nd,2022/01/18 13:12:11,7,0.125,0.23539383498060662,2022/01/18 13:07:09,299,Television has been as a purse source of entertainment. Television is also a source of new broadcasting. Sometimes the opposite of talking dose was used for television programs (shows). talking dose refers to facial appearance of individuals. ,,2022/01/18 13:17:14,5,0.5555555555555556,299,21.074616666666667,Both,K2,2022/01/18 13:28:14,,Most of the time I found that the passage 1 is better and easier to read and follow. However sometimes passage 2 is necessary to deliver the content's message. ,"Both but passage 1 is more helpful for most of the science courses. I found it helpful to deliver key points and its easier to follow and read. Academically, passage 1 would be more helpful to revisit and practice."
321,1996-03-01,2022/01/15 13:43:38,2022/01/14 18:57:58,2022/01/15 14:18:09,2022/01/15 14:17:12,"Bachelor's degree (BS, BA, BE, ...",Not listed (Please specify) - Prefer not to say - ,Female,English,Neuroscience,The Asphalt Jungle,0,K2,How to Watch Television,2022/01/15 13:27:18,2,0.2222222222222222,299,2022/01/15 13:21:47,210,3rd,2022/01/22 13:13:04,7,0.125,0.2888308980066586,2022/01/22 13:08:03,298,The author of this passage was delivering massage about the effect of television on news broadcasting and the role of television on the format of news sharing. Television is mostly used as a form of entertainment. For some programs the idea of talking hair dose was used which refers to the presentation and appearance of the individuals.,,2022/01/22 13:16:45,6,0.6666666666666666,218,22.923633333333335,Both,Both,2022/01/22 13:30:59,2022/01/22 13:25:53,"According to my experience and the results during these tests, it is more effective to read passage 2. Passage 1 could cause distraction since the details are spread but it could also depend on the context. ","In academic learning both passages are useful however, passage 2 is more effective when description of topic and immediate details are needed. Passage 2 would be more favorable. "
321,1996-03-01,2022/01/15 13:43:38,2022/01/14 18:57:58,2022/01/15 14:18:09,2022/01/15 14:17:12,"Bachelor's degree (BS, BA, BE, ...",Not listed (Please specify) - Prefer not to say - ,Female,English,Neuroscience,The Asphalt Jungle,1,H2,Reena,2022/01/15 13:49:21,3,0.3,194,2022/01/15 13:46:05,146,1st,2022/01/15 14:17:12,14,0.2692307692307692,0.4821973796870937,,278,"Reena met the narrator again at the church during the funeral. Reena has not changed much in terms of her adolescent age characteristic. Reena changed her name from Dooren at age 12. To reinforce her name by her family, she used threatening phrases and wouldn't response to her older name when called. Reena was beautiful. Reena's mother was strict and more effective mother compared to her father. Reena was a very strong and smart child. Reena did not like her siblings. Reena was an adult when met the narrator.  ",,2022/01/15 14:02:30,7,0.7,783,52.8647,K2,Both,2022/01/15 14:07:39,2022/01/15 14:02:55,It was easier to follow the cause and effect of previous statements. First passage outlined key concepts in a more readable structure. Passage 2 was still great with categorizing each topic. ,It greatly depends on the topic. Passage 1 is generally more effective in most learnings and topics. Sometimes the descriptions like provided in passage 2 is necessary. 
321,1996-03-01,2022/01/15 13:43:38,2022/01/14 18:57:58,2022/01/15 14:18:09,2022/01/15 14:17:12,"Bachelor's degree (BS, BA, BE, ...",Not listed (Please specify) - Prefer not to say - ,Female,English,Neuroscience,The Asphalt Jungle,1,H2,Reena,2022/01/15 13:49:21,3,0.3,194,2022/01/15 13:46:05,146,2nd,2022/01/18 13:21:59,8,0.15384615384615385,0.5444357229372963,2022/01/18 13:17:25,272,The narrator encountered Reena during the funeral at the church. Reena changed her name to Reena from Dooren during her 12th birthday. To reinforce her name she would use threatening words or she would not response when called her old name. Reena would assume she was the only child when with siblings. Her mom was strict and an effective parent. ,,2022/01/18 13:24:56,7,0.7,174,21.074616666666667,Both,K2,2022/01/18 13:28:14,,Most of the time I found that the passage 1 is better and easier to read and follow. However sometimes passage 2 is necessary to deliver the content's message. ,"Both but passage 1 is more helpful for most of the science courses. I found it helpful to deliver key points and its easier to follow and read. Academically, passage 1 would be more helpful to revisit and practice."
321,1996-03-01,2022/01/15 13:43:38,2022/01/14 18:57:58,2022/01/15 14:18:09,2022/01/15 14:17:12,"Bachelor's degree (BS, BA, BE, ...",Not listed (Please specify) - Prefer not to say - ,Female,English,Neuroscience,The Asphalt Jungle,1,H2,Reena,2022/01/15 13:49:21,3,0.3,194,2022/01/15 13:46:05,146,3rd,2022/01/22 13:21:36,11,0.21153846153846154,0.5514367521144121,2022/01/22 13:16:50,283,"Reena previously named Doreen changed her name to Reena at her 12th birthdate. To reinforce her family to call her new name, she would use threatening sentences or would not respond when called Doreen. Reena had a forceful and effective mother while her father was funny. Reena had lots of siblings which she tend to ignore by thinking that she is the only child. Reena was confident and smart girl and her teenage characteristics had influenced her 20s adult age. The narrator encountered Reena again at a funeral at the church. ",,2022/01/22 13:23:56,6,0.6,138,22.923633333333335,Both,Both,2022/01/22 13:30:59,2022/01/22 13:25:53,"According to my experience and the results during these tests, it is more effective to read passage 2. Passage 1 could cause distraction since the details are spread but it could also depend on the context. ","In academic learning both passages are useful however, passage 2 is more effective when description of topic and immediate details are needed. Passage 2 would be more favorable. "
322,1992-07-17,2022/01/20 15:30:58,2022/01/19 04:51:05,2022/01/20 16:02:18,2022/01/20 16:01:28,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian - African-American,Female,English,Clinical Psychology,Prima Ballerina,0,H2,Managerial Decision Making,2022/01/20 15:12:00,5,0.5555555555555556,156,2022/01/20 15:08:54,293,1st,2022/01/20 15:56:36,7,0.04794520547945205,0.28802410389936517,2022/01/20 15:55:26,68,"-  linear is multiple regression
-non linear is simple
-it was about business and economics",,2022/01/20 15:27:10,4,0.4444444444444444,899,48.52543333333333,K2,Both,2022/01/20 15:55:26,2022/01/20 15:52:57,passage 2 had smaller boxes and it's words weren't a big paragraph. was easier to read when each box was less words,"I think these formats would both be helpful. some information would be nice to be read in passage 2's format. However, sometimes there is a large amount of information. So, passage one would be best in those  cases"
322,1992-07-17,2022/01/20 15:30:58,2022/01/19 04:51:05,2022/01/20 16:02:18,2022/01/20 16:01:28,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian - African-American,Female,English,Clinical Psychology,Prima Ballerina,0,H2,Managerial Decision Making,2022/01/20 15:12:00,5,0.5555555555555556,156,2022/01/20 15:08:54,293,2nd,2022/01/23 14:14:25,2,0.0136986301369863,0.12292776530719014,2022/01/23 14:13:16,68,"-i remember it was about economics and  business
-",,2022/01/23 14:17:45,4,0.4444444444444444,197,13.834566666666667,K2,Both,2022/01/23 14:27:06,,"-passage two was easier to read since the information was broken into smaller parts. plus, the subject was more interesting as well. I would rather read about an animal than business",i think they could be both useful depending on the subject. passage one would be more useful if there is a lot of information to give. passage two would be more useful if it's less information.
322,1992-07-17,2022/01/20 15:30:58,2022/01/19 04:51:05,2022/01/20 16:02:18,2022/01/20 16:01:28,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian - African-American,Female,English,Clinical Psychology,Prima Ballerina,0,H2,Managerial Decision Making,2022/01/20 15:12:00,5,0.5555555555555556,156,2022/01/20 15:08:54,293,3rd,2022/01/27 14:04:32,6,0.0410958904109589,0.22636825526529206,2022/01/27 14:03:27,63,"-i remember that it was about business, economics and statistics
-i remember there was simple linear and multiple linear",,2022/01/27 14:06:48,3,0.3333333333333333,132,12.46665,K2,Both,2022/01/27 14:15:55,2022/01/27 14:13:07,passage two was easier to read since it was about an animal and had smaller sections of information,"both of them are good depending on the circumstance. if it's less information, then passage two is better. However, there are usually a lot of material in school to read. So, passage one would be better for that"
322,1992-07-17,2022/01/20 15:30:58,2022/01/19 04:51:05,2022/01/20 16:02:18,2022/01/20 16:01:28,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian - African-American,Female,English,Clinical Psychology,Prima Ballerina,1,K2,The Hearing of the Barn Owl,2022/01/20 15:39:56,4,0.4,231,2022/01/20 15:36:01,299,1st,2022/01/20 16:01:28,21,0.15,0.563998763175259,,185,"-barn owls can get prey from the darkness
- barn owls have thin layers of feathers around ears
-barn owls is can hear three times more likely than humans in elevation but the same as humans in azimuth
-barn owls usually hunt rats/mice from the ground
-their talons are longer then they are wide
-their face is most striking
-they can only hear sounds that are close
",,2022/01/20 15:50:45,7,0.7,641,48.52543333333333,K2,Both,2022/01/20 15:55:26,2022/01/20 15:52:57,passage 2 had smaller boxes and it's words weren't a big paragraph. was easier to read when each box was less words,"I think these formats would both be helpful. some information would be nice to be read in passage 2's format. However, sometimes there is a large amount of information. So, passage one would be best in those  cases"
322,1992-07-17,2022/01/20 15:30:58,2022/01/19 04:51:05,2022/01/20 16:02:18,2022/01/20 16:01:28,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian - African-American,Female,English,Clinical Psychology,Prima Ballerina,1,K2,The Hearing of the Barn Owl,2022/01/20 15:39:56,4,0.4,231,2022/01/20 15:36:01,299,2nd,2022/01/23 14:22:22,13,0.09285714285714286,0.33824555876918666,2022/01/23 14:18:57,203,"-owl usually gets it's prey from the ground
-barn owl's most striking feature is it's face
-it's talons are longer than they are wide
-they differ from humans in being three times more elevation
-they can get prey in the darkness
-their feathers are light enough. so they can hear well",,2022/01/23 14:24:30,6,0.6,125,13.834566666666667,K2,Both,2022/01/23 14:27:06,,"-passage two was easier to read since the information was broken into smaller parts. plus, the subject was more interesting as well. I would rather read about an animal than business",i think they could be both useful depending on the subject. passage one would be more useful if there is a lot of information to give. passage two would be more useful if it's less information.
322,1992-07-17,2022/01/20 15:30:58,2022/01/19 04:51:05,2022/01/20 16:02:18,2022/01/20 16:01:28,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian - African-American,Female,English,Clinical Psychology,Prima Ballerina,1,K2,The Hearing of the Barn Owl,2022/01/20 15:39:56,4,0.4,231,2022/01/20 15:36:01,299,3rd,2022/01/27 14:10:18,10,0.07142857142857142,0.2335007210501729,2022/01/27 14:06:55,200,"-owls most striking feature are their face
-there feathers are light enough. so, they can hear really well
-they can catch prey in the darkness
-they prefer mice/rats as prey
-they usually get their prey from the ground
- their talons are longer than they are wide",,2022/01/27 14:12:06,6,0.6,104,12.46665,K2,Both,2022/01/27 14:15:55,2022/01/27 14:13:07,passage two was easier to read since it was about an animal and had smaller sections of information,"both of them are good depending on the circumstance. if it's less information, then passage two is better. However, there are usually a lot of material in school to read. So, passage one would be better for that"
323,2001-04-13,2021/12/22 15:27:42,2021/12/21 15:09:59,2021/12/22 15:59:21,2021/12/22 15:58:17,Current undergraduate student,White / Caucasian,Male,English,Information Sciences,The Buzz in Our Pockets,0,K2,Managerial Decision Making,2021/12/22 15:11:58,0,0,274,2021/12/22 15:07:07,188,1st,2021/12/22 15:53:34,26,0.1780821917808219,0.45646275108498896,2021/12/22 15:48:49,282,"I mostly remember the models used for forecasting (regression (simple or multiple linear models) inferential, time models (I am missing the parent node of this)), hypothesis testing and the different diagnostic tests (p-value, chi-square, F-test). I also remember normal distribution, randomness, error types and error type evaluation. There were a lot of specifics on some type of tests that I don't clearly remember because I was mostly looking for the answer to the questions. Overall, however, I have a very good idea of the whole imaging, classification, and distribution of the information.",,2021/12/22 15:26:57,7,0.7777777777777778,890,49.09713333333333,K2,Both,2021/12/22 15:48:49,2021/12/22 15:45:38,I think it was much easier to fins specifics in the first passage without having to read the whole text in great detail.,I would say that both formats were extremely helpful and easier to find information compared to traditional readings texts. I guess the distinction between the two would lie on the academic discipline as in some fields require more condensed detail (Format 2 would be better here) or in other fields someone might be looking for a quick reference or piece of information (Format 1 would be favorable here).
323,2001-04-13,2021/12/22 15:27:42,2021/12/21 15:09:59,2021/12/22 15:59:21,2021/12/22 15:58:17,Current undergraduate student,White / Caucasian,Male,English,Information Sciences,The Buzz in Our Pockets,0,K2,Managerial Decision Making,2021/12/22 15:11:58,0,0,274,2021/12/22 15:07:07,188,2nd,2021/12/25 13:08:04,25,0.17123287671232876,0.4831359652018731,2021/12/25 13:03:02,299,"The main thing I remember from this passage were the models used to forecast a managerial decision. The three models were regression models which included linear and non-linear ones, the second one was inferential models, and the third type was time models (or something similar?). The text also explained different statistical analysis approaches to make better sense of the models. These analysis included p-values, chi-square, and F-tests among others. Another part of the reading focused on the diagnostic tests and the interpretation of error terms and their significance. ",,2021/12/25 13:12:12,6,0.6666666666666666,245,22.7113,Both,H2,2021/12/25 13:25:44,,"I would say both of the passages were very easy to read and follow. Each one of them, however, had a different impact in my understanding. The first one was more convenient when it comes to covering a larger topic with more themes on it, while the second one was more convenient in summarizing important details in a less wide topic. ","I would say that passage 2 had a better flow and it was easier for me to keep track of ""parent nodes"" and making better connections between information. Further, I think it was more convenient that relevant information was all gathered in a single node/paragraph and I wouldn't have to constantly go back and forth. In this way, I think I was able to understand the text better, but also retain the information for a little longer since it was interactive and I had to search for specific parts that would answer my questions. "
